group1	group2	p_value	effect_size	clin_feature	padjust	log10padjust	cancer	principal_component
Lower Extremity - Thigh/knee	Upper Extremity - Upper arm/elbow	0.019	0.385002934427235	Tumor_Site	0.417654545454545	0.379182787680643	SARC	PC2
Retroperitoneum/Upper abdominal - Colon	Retroperitoneum/Upper abdominal - Gastric	1	0	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Colon	Retroperitoneum/Upper abdominal - Intraabdominal	0.4	0.400891862868637	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Colon	Retroperitoneum/Upper abdominal - Intraabdominal|Retroperitoneum/Upper abdominal - Other (please specify	0.4	0.632455532033676	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Colon	Retroperitoneum/Upper abdominal - Kidney	0.914	0.0674199862463242	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Colon	Retroperitoneum/Upper abdominal - Kidney|Retroperitoneum/Upper abdominal - Liver|Retroperitoneum/Upper abdominal - Other (please specify	0.8	0.316227766016838	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Colon	Retroperitoneum/Upper abdominal - Other (please specify	0.8	0.188982236504614	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Colon	Retroperitoneum/Upper abdominal - Pancreas	0.4	0.632455532033676	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Colon	Retroperitoneum/Upper abdominal - Retroperitoneum	0.051	0.241478391097799	Tumor_Site	0.887620253164557	0.0517727968667323	SARC	PC2
Retroperitoneum/Upper abdominal - Colon	Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Other (please specify	0.4	0.632455532033676	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Colon	Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	0.4	0.632455532033676	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Colon	Retroperitoneum/Upper abdominal - Small Intestines	0.8	0.188982236504614	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Colon	Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	0.4	0.632455532033676	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Colon	Superficial Trunk - Abdominal wall	0.133	0.755928946018455	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Colon	Superficial Trunk - Back	0.2	0.510310363079829	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Colon	Superficial Trunk - Buttock	0.533	0.377964473009227	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Colon	Superficial Trunk - Flank	0.8	0.316227766016838	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Colon	Upper Extremity - Shoulder/axilla	0.2	0.510310363079829	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Colon	Upper Extremity - Upper arm/elbow	0.016	0.816496580927726	Tumor_Site	0.379294117647059	0.42102389258124	SARC	PC2
Retroperitoneum/Upper abdominal - Gastric	Retroperitoneum/Upper abdominal - Intraabdominal	0.8	0.258198889747161	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Gastric	Retroperitoneum/Upper abdominal - Intraabdominal|Retroperitoneum/Upper abdominal - Other (please specify	0.667	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Gastric	Retroperitoneum/Upper abdominal - Kidney	0.857	0.117851130197758	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Gastric	Retroperitoneum/Upper abdominal - Kidney|Retroperitoneum/Upper abdominal - Liver|Retroperitoneum/Upper abdominal - Other (please specify	0.667	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Gastric	Retroperitoneum/Upper abdominal - Other (please specify	1	0	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Gastric	Retroperitoneum/Upper abdominal - Pancreas	0.667	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Gastric	Retroperitoneum/Upper abdominal - Retroperitoneum	0.255	0.144695281767433	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Gastric	Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Other (please specify	0.667	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Gastric	Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	0.667	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Gastric	Retroperitoneum/Upper abdominal - Small Intestines	1	0	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Gastric	Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	0.667	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Gastric	Superficial Trunk - Abdominal wall	0.333	0.774596669241483	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Gastric	Superficial Trunk - Back	0.533	0.377964473009227	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Gastric	Superficial Trunk - Buttock	0.667	0.387298334620742	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Gastric	Superficial Trunk - Flank	0.667	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Gastric	Upper Extremity - Shoulder/axilla	0.533	0.377964473009227	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Gastric	Upper Extremity - Upper arm/elbow	0.095	0.7319250547114	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal	Retroperitoneum/Upper abdominal - Intraabdominal|Retroperitoneum/Upper abdominal - Other (please specify	1	0.223606797749979	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal	Retroperitoneum/Upper abdominal - Kidney	0.381	0.344265186329548	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal	Retroperitoneum/Upper abdominal - Kidney|Retroperitoneum/Upper abdominal - Liver|Retroperitoneum/Upper abdominal - Other (please specify	1	0.223606797749979	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal	Retroperitoneum/Upper abdominal - Other (please specify	0.8	0.258198889747161	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal	Retroperitoneum/Upper abdominal - Pancreas	1	0.223606797749979	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal	Retroperitoneum/Upper abdominal - Retroperitoneum	0.425	0.100827466040327	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal	Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Other (please specify	1	0.223606797749979	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal	Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	1	0.223606797749979	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal	Retroperitoneum/Upper abdominal - Small Intestines	0.8	0.258198889747161	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal	Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	0.5	0.670820393249937	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal	Superficial Trunk - Abdominal wall	0.8	0.258198889747161	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal	Superficial Trunk - Back	0.857	0.133630620956212	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal	Superficial Trunk - Buttock	0.8	0.258198889747161	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal	Superficial Trunk - Flank	1	0.223606797749979	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal	Upper Extremity - Shoulder/axilla	0.629	0.267261241912424	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal	Upper Extremity - Upper arm/elbow	1	0.052704627669473	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal|Retroperitoneum/Upper abdominal - Other (please specify	Retroperitoneum/Upper abdominal - Kidney	0.857	0.188982236504614	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal|Retroperitoneum/Upper abdominal - Other (please specify	Retroperitoneum/Upper abdominal - Kidney|Retroperitoneum/Upper abdominal - Liver|Retroperitoneum/Upper abdominal - Other (please specify	1	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal|Retroperitoneum/Upper abdominal - Other (please specify	Retroperitoneum/Upper abdominal - Other (please specify	1	0	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal|Retroperitoneum/Upper abdominal - Other (please specify	Retroperitoneum/Upper abdominal - Pancreas	1	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal|Retroperitoneum/Upper abdominal - Other (please specify	Retroperitoneum/Upper abdominal - Retroperitoneum	0.64	0.0623558244907905	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal|Retroperitoneum/Upper abdominal - Other (please specify	Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Other (please specify	1	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal|Retroperitoneum/Upper abdominal - Other (please specify	Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	1	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal|Retroperitoneum/Upper abdominal - Other (please specify	Retroperitoneum/Upper abdominal - Small Intestines	1	0	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal|Retroperitoneum/Upper abdominal - Other (please specify	Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	1	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal|Retroperitoneum/Upper abdominal - Other (please specify	Superficial Trunk - Abdominal wall	0.667	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal|Retroperitoneum/Upper abdominal - Other (please specify	Superficial Trunk - Back	0.8	0.316227766016838	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal|Retroperitoneum/Upper abdominal - Other (please specify	Superficial Trunk - Buttock	1	0	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal|Retroperitoneum/Upper abdominal - Other (please specify	Superficial Trunk - Flank	1	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal|Retroperitoneum/Upper abdominal - Other (please specify	Upper Extremity - Shoulder/axilla	0.8	0.316227766016838	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Intraabdominal|Retroperitoneum/Upper abdominal - Other (please specify	Upper Extremity - Upper arm/elbow	0.667	0.358568582800318	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Kidney	Retroperitoneum/Upper abdominal - Kidney|Retroperitoneum/Upper abdominal - Liver|Retroperitoneum/Upper abdominal - Other (please specify	0.857	0.188982236504614	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Kidney	Retroperitoneum/Upper abdominal - Other (please specify	0.643	0.235702260395516	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Kidney	Retroperitoneum/Upper abdominal - Pancreas	0.857	0.188982236504614	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Kidney	Retroperitoneum/Upper abdominal - Retroperitoneum	0.043	0.246472235961486	Tumor_Site	0.793970149253731	0.100195825353867	SARC	PC2
Retroperitoneum/Upper abdominal - Kidney	Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Other (please specify	0.571	0.377964473009227	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Kidney	Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	0.286	0.566946709513841	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Kidney	Retroperitoneum/Upper abdominal - Small Intestines	0.857	0.117851130197758	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Kidney	Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	0.286	0.566946709513841	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Kidney	Superficial Trunk - Abdominal wall	0.071	0.707106781186547	Tumor_Site	0.986655172413793	0.00583460303877141	SARC	PC2
Retroperitoneum/Upper abdominal - Kidney	Superficial Trunk - Back	0.257	0.404519917477945	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Kidney	Superficial Trunk - Buttock	0.429	0.353553390593274	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Kidney	Superficial Trunk - Flank	0.571	0.377964473009227	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Kidney	Upper Extremity - Shoulder/axilla	0.171	0.471939903724269	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Kidney	Upper Extremity - Upper arm/elbow	0.017	0.715626447332134	Tumor_Site	0.39525	0.403128121395753	SARC	PC2
Retroperitoneum/Upper abdominal - Kidney|Retroperitoneum/Upper abdominal - Liver|Retroperitoneum/Upper abdominal - Other (please specify	Retroperitoneum/Upper abdominal - Other (please specify	1	0	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Kidney|Retroperitoneum/Upper abdominal - Liver|Retroperitoneum/Upper abdominal - Other (please specify	Retroperitoneum/Upper abdominal - Pancreas	1	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Kidney|Retroperitoneum/Upper abdominal - Liver|Retroperitoneum/Upper abdominal - Other (please specify	Retroperitoneum/Upper abdominal - Retroperitoneum	0.527	0.083141099321054	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Kidney|Retroperitoneum/Upper abdominal - Liver|Retroperitoneum/Upper abdominal - Other (please specify	Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Other (please specify	1	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Kidney|Retroperitoneum/Upper abdominal - Liver|Retroperitoneum/Upper abdominal - Other (please specify	Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	1	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Kidney|Retroperitoneum/Upper abdominal - Liver|Retroperitoneum/Upper abdominal - Other (please specify	Retroperitoneum/Upper abdominal - Small Intestines	1	0	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Kidney|Retroperitoneum/Upper abdominal - Liver|Retroperitoneum/Upper abdominal - Other (please specify	Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	1	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Kidney|Retroperitoneum/Upper abdominal - Liver|Retroperitoneum/Upper abdominal - Other (please specify	Superficial Trunk - Abdominal wall	0.667	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Kidney|Retroperitoneum/Upper abdominal - Liver|Retroperitoneum/Upper abdominal - Other (please specify	Superficial Trunk - Back	0.8	0.316227766016838	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Kidney|Retroperitoneum/Upper abdominal - Liver|Retroperitoneum/Upper abdominal - Other (please specify	Superficial Trunk - Buttock	1	0	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Kidney|Retroperitoneum/Upper abdominal - Liver|Retroperitoneum/Upper abdominal - Other (please specify	Superficial Trunk - Flank	1	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Kidney|Retroperitoneum/Upper abdominal - Liver|Retroperitoneum/Upper abdominal - Other (please specify	Upper Extremity - Shoulder/axilla	0.8	0.316227766016838	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Kidney|Retroperitoneum/Upper abdominal - Liver|Retroperitoneum/Upper abdominal - Other (please specify	Upper Extremity - Upper arm/elbow	0.333	0.597614304667197	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Other (please specify	Retroperitoneum/Upper abdominal - Pancreas	1	0	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Other (please specify	Retroperitoneum/Upper abdominal - Retroperitoneum	0.55	0.0771708169426309	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Other (please specify	Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Other (please specify	1	0	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Other (please specify	Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	0.667	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Other (please specify	Retroperitoneum/Upper abdominal - Small Intestines	0.667	0.387298334620742	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Other (please specify	Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	0.667	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Other (please specify	Superficial Trunk - Abdominal wall	0.333	0.774596669241483	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Other (please specify	Superficial Trunk - Back	0.533	0.377964473009227	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Other (please specify	Superficial Trunk - Buttock	1	0	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Other (please specify	Superficial Trunk - Flank	0.667	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Other (please specify	Upper Extremity - Shoulder/axilla	0.8	0.188982236504614	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Other (please specify	Upper Extremity - Upper arm/elbow	0.19	0.58554004376912	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Pancreas	Retroperitoneum/Upper abdominal - Retroperitoneum	0.68	0.0554273995473693	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Pancreas	Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Other (please specify	1	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Pancreas	Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	1	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Pancreas	Retroperitoneum/Upper abdominal - Small Intestines	1	0	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Pancreas	Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	1	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Pancreas	Superficial Trunk - Abdominal wall	0.667	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Pancreas	Superficial Trunk - Back	0.8	0.316227766016838	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Pancreas	Superficial Trunk - Buttock	1	0	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Pancreas	Superficial Trunk - Flank	1	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Pancreas	Upper Extremity - Shoulder/axilla	0.8	0.316227766016838	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Pancreas	Upper Extremity - Upper arm/elbow	0.667	0.358568582800318	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Retroperitoneum	Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Other (please specify	0.847	0.0277136997736848	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Retroperitoneum	Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	0.364	0.11778322403816	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Retroperitoneum	Retroperitoneum/Upper abdominal - Small Intestines	0.452	0.0964635211782887	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Retroperitoneum	Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	0.117	0.200924323359215	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Retroperitoneum	Superficial Trunk - Abdominal wall	0.127	0.192927042356577	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Retroperitoneum	Superficial Trunk - Back	0.657	0.0562346938172958	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Retroperitoneum	Superficial Trunk - Buttock	0.524	0.0819939930015454	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Retroperitoneum	Superficial Trunk - Flank	0.145	0.187067473472372	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Retroperitoneum	Upper Extremity - Shoulder/axilla	0.657	0.0562346938172958	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Retroperitoneum	Upper Extremity - Upper arm/elbow	0.044	0.247763224289934	Tumor_Site	0.793970149253731	0.100195825353867	SARC	PC2
Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Other (please specify	Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	1	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Other (please specify	Retroperitoneum/Upper abdominal - Small Intestines	1	0	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Other (please specify	Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	1	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Other (please specify	Superficial Trunk - Abdominal wall	0.667	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Other (please specify	Superficial Trunk - Back	0.8	0.316227766016838	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Other (please specify	Superficial Trunk - Buttock	1	0	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Other (please specify	Superficial Trunk - Flank	1	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Other (please specify	Upper Extremity - Shoulder/axilla	0.8	0.316227766016838	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Other (please specify	Upper Extremity - Upper arm/elbow	0.667	0.358568582800318	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	Retroperitoneum/Upper abdominal - Small Intestines	0.667	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	1	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	Superficial Trunk - Abdominal wall	0.667	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	Superficial Trunk - Back	0.8	0.316227766016838	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	Superficial Trunk - Buttock	0.667	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	Superficial Trunk - Flank	1	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	Upper Extremity - Shoulder/axilla	1	0	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Retroperitoneum|Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	Upper Extremity - Upper arm/elbow	0.667	0.358568582800318	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Small Intestines	Retroperitoneum/Upper abdominal - Small Intestines|Retroperitoneum/Upper abdominal - Other (please specify	0.667	0.707106781186547	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Small Intestines	Superficial Trunk - Abdominal wall	0.333	0.774596669241483	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Small Intestines	Superficial Trunk - Back	0.533	0.377964473009227	Tumor_Site	1	0	SARC	PC2
Retroperitoneum/Upper abdominal - Small Intestines	Superficial Trunk - Buttock	1	0	Tumor_Site	1	0	SARC	PC2
